"","usingObserved","treeType","scale","counted","mean","median","pi.lower","pi.upper"
"193",FALSE,"Dirichlet Tree","0",340,0.520716411621069,0.523156028125271,0.206384084571608,0.826650252023219
"194",TRUE,"Dirichlet Tree","0",340,0.538217022938168,0.544131638816789,0.184717588701954,0.871436343337048
"195",FALSE,"Dirichlet Tree","1",340,0.589691126865323,0.594006138226669,0.374579155473772,0.789971355782712
"196",TRUE,"Dirichlet Tree","1",340,0.556118961501855,0.565248696020734,0.192180562151708,0.888795807093936
"197",FALSE,"Dirichlet Tree","10",340,0.638743272449449,0.668957742016144,0.21726641434054,0.958297376338521
"198",TRUE,"Dirichlet Tree","10",340,0.697298171328117,0.723492400675001,0.355899402544035,0.948732238125148
"199",FALSE,"Dirichlet","0",340,0.449610213339728,0.436329667354303,0.0640723969395753,0.879303916578268
"200",TRUE,"Dirichlet","0",340,0.43113238923677,0.419660270563228,0.100744729480146,0.800771991850311
"201",FALSE,"Dirichlet","1",340,0.129985123171929,0.122811534865004,0.0507307840115669,0.233814114707364
"202",TRUE,"Dirichlet","1",340,0.349277918017494,0.349277576708843,0.347833258538196,0.350723741730828
"203",FALSE,"Dirichlet","10",340,0.0799662744256194,0.0799660299321623,0.0795498036376422,0.0803835792021653
"204",TRUE,"Dirichlet","10",340,0.337564801530783,0.31635143305138,0.0699711515491635,0.678067545805695
"205",FALSE,"Dirichlet Tree","0",360,0.499176525163459,0.499147823796511,0.317184596135667,0.681266948529028
"206",TRUE,"Dirichlet Tree","0",360,0.557750911500981,0.582214519512067,0.0652365126546423,0.975788079170276
"207",FALSE,"Dirichlet Tree","1",360,0.499481256364595,0.499453387770674,0.277406536644525,0.721651817358495
"208",TRUE,"Dirichlet Tree","1",360,0.642593451088942,0.682162033440745,0.179895089767767,0.97491902012543
"209",FALSE,"Dirichlet Tree","10",360,0.640016410264002,0.640694133482697,0.571905036630665,0.705813685907994
"210",TRUE,"Dirichlet Tree","10",360,0.753155881556523,0.787483178761805,0.415652161735055,0.972969431711669
"211",FALSE,"Dirichlet","0",360,0.499202941988796,0.499169564245283,0.301009048951364,0.69751147928011
"212",TRUE,"Dirichlet","0",360,0.595294125046566,0.608407537496264,0.249654645326521,0.895876943503666
"213",FALSE,"Dirichlet","1",360,0.129985123171929,0.122811534865004,0.0507307840115669,0.233814114707364
"214",TRUE,"Dirichlet","1",360,0.507258463754219,0.507893472015407,0.2312974367862,0.781031813056964
"215",FALSE,"Dirichlet","10",360,0.109942108243568,0.104983143701693,0.0489236628365397,0.187927770008178
"216",TRUE,"Dirichlet","10",360,0.528983512295055,0.534276421319038,0.15536942404168,0.884542829280173
"217",FALSE,"Dirichlet Tree","0",380,0.508245501127527,0.508837930778542,0.254593642613395,0.759857355096329
"218",TRUE,"Dirichlet Tree","0",380,0.459343767114992,0.456970835842776,0.233689413886412,0.69316204827192
"219",FALSE,"Dirichlet Tree","1",380,0.527697141814773,0.532413686932496,0.163743647273685,0.875521091238364
"220",TRUE,"Dirichlet Tree","1",380,0.662664779010111,0.681808207868671,0.337767530056624,0.921687632967401
"221",FALSE,"Dirichlet Tree","10",380,0.64012727718406,0.641872006363862,0.530563724953333,0.743724604374457
"222",TRUE,"Dirichlet Tree","10",380,0.734279817227629,0.764609624420653,0.401051513858358,0.963369765537712
"223",FALSE,"Dirichlet","0",380,0.499082772493455,0.499044715593338,0.301740387498303,0.696555867479639
"224",TRUE,"Dirichlet","0",380,0.535343373307158,0.542940153632397,0.138062871874628,0.90692668878694
"225",FALSE,"Dirichlet","1",380,0.0497891714937296,0.0223034110913292,0.000127319395817053,0.193033005924204
"226",TRUE,"Dirichlet","1",380,0.552046612068217,0.555258756772586,0.311533138683139,0.781506007880008
"227",FALSE,"Dirichlet","10",380,0.100133049498314,0.100126611098422,0.0977175951260915,0.102570465905978
"228",TRUE,"Dirichlet","10",380,0.410029314361299,0.406230570727567,0.220930825538778,0.612176450408756
"229",FALSE,"Dirichlet Tree","0",400,0.440003135181546,0.440000664088292,0.433589982254734,0.44642471729532
"230",TRUE,"Dirichlet Tree","0",400,0.504827238386633,0.505862190568543,0.117917196873041,0.888235452919141
"231",FALSE,"Dirichlet Tree","1",400,0.546547002159938,0.551772728654908,0.234408684339355,0.840690421587701
"232",TRUE,"Dirichlet Tree","1",400,0.590487801317064,0.607604467837797,0.198399706458713,0.924305211498413
"233",FALSE,"Dirichlet Tree","10",400,0.603233309768971,0.615570551387423,0.277102471101061,0.886903808902802
"234",TRUE,"Dirichlet Tree","10",400,0.748246891514758,0.771968301809267,0.46282240272208,0.951996311032009
