"","repno","usingObserved","treeType","scale","counted","wincount.1","wincount.2","wincount.3","wincount.4","wincount.5"
"879",1,FALSE,"dirichlet",100,550,6,4,8,3,4
"880",1,TRUE,"dirichlet",100,550,0,0,25,0,0
"881",1,FALSE,"dtree",0.100000001490116,560,0,0,24,1,0
"882",1,TRUE,"dtree",0.100000001490116,560,0,0,25,0,0
"883",1,FALSE,"dtree",1,560,0,0,25,0,0
"884",1,TRUE,"dtree",1,560,0,0,25,0,0
"885",1,FALSE,"dtree",10,560,0,0,24,1,0
"886",1,TRUE,"dtree",10,560,0,0,25,0,0
"887",1,FALSE,"dtree",100,560,0,0,25,0,0
"888",1,TRUE,"dtree",100,560,0,0,25,0,0
"889",1,FALSE,"dirichlet",0.100000001490116,560,0,0,25,0,0
"890",1,TRUE,"dirichlet",0.100000001490116,560,0,0,25,0,0
"891",1,FALSE,"dirichlet",1,560,0,0,24,1,0
"892",1,TRUE,"dirichlet",1,560,0,0,25,0,0
"893",1,FALSE,"dirichlet",10,560,3,2,12,5,3
"894",1,TRUE,"dirichlet",10,560,0,0,25,0,0
"895",1,FALSE,"dirichlet",100,560,6,4,4,7,4
"896",1,TRUE,"dirichlet",100,560,0,0,25,0,0
"897",1,FALSE,"dtree",0.100000001490116,570,0,0,23,2,0
"898",1,TRUE,"dtree",0.100000001490116,570,0,0,25,0,0
"899",1,FALSE,"dtree",1,570,0,0,25,0,0
"900",1,TRUE,"dtree",1,570,0,0,25,0,0
"901",1,FALSE,"dtree",10,570,0,0,24,1,0
"902",1,TRUE,"dtree",10,570,0,0,25,0,0
"903",1,FALSE,"dtree",100,570,0,0,22,3,0
"904",1,TRUE,"dtree",100,570,0,0,25,0,0
"905",1,FALSE,"dirichlet",0.100000001490116,570,0,0,25,0,0
"906",1,TRUE,"dirichlet",0.100000001490116,570,0,0,25,0,0
"907",1,FALSE,"dirichlet",1,570,0,0,25,0,0
"908",1,TRUE,"dirichlet",1,570,0,0,25,0,0
"909",1,FALSE,"dirichlet",10,570,1,3,10,6,5
"910",1,TRUE,"dirichlet",10,570,0,0,25,0,0
"911",1,FALSE,"dirichlet",100,570,5,7,4,6,3
"912",1,TRUE,"dirichlet",100,570,0,0,25,0,0
"913",1,FALSE,"dtree",0.100000001490116,580,0,0,24,1,0
"914",1,TRUE,"dtree",0.100000001490116,580,0,0,25,0,0
"915",1,FALSE,"dtree",1,580,0,0,24,1,0
"916",1,TRUE,"dtree",1,580,0,0,25,0,0
"917",1,FALSE,"dtree",10,580,0,0,25,0,0
"918",1,TRUE,"dtree",10,580,0,0,25,0,0
"919",1,FALSE,"dtree",100,580,0,0,22,3,0
"920",1,TRUE,"dtree",100,580,0,0,25,0,0
"921",1,FALSE,"dirichlet",0.100000001490116,580,0,0,25,0,0
"922",1,TRUE,"dirichlet",0.100000001490116,580,0,0,25,0,0
"923",1,FALSE,"dirichlet",1,580,0,0,22,3,0
"924",1,TRUE,"dirichlet",1,580,0,0,25,0,0
"925",1,FALSE,"dirichlet",10,580,8,1,9,4,3
"926",1,TRUE,"dirichlet",10,580,0,0,25,0,0
"927",1,FALSE,"dirichlet",100,580,4,3,4,6,8
"928",1,TRUE,"dirichlet",100,580,0,0,25,0,0
"929",1,FALSE,"dtree",0.100000001490116,590,0,0,25,0,0
"930",1,TRUE,"dtree",0.100000001490116,590,0,0,25,0,0
"931",1,FALSE,"dtree",1,590,0,0,25,0,0
"932",1,TRUE,"dtree",1,590,0,0,25,0,0
"933",1,FALSE,"dtree",10,590,0,0,25,0,0
"934",1,TRUE,"dtree",10,590,0,0,25,0,0
"935",1,FALSE,"dtree",100,590,0,0,24,1,0
"936",1,TRUE,"dtree",100,590,0,0,25,0,0
"937",1,FALSE,"dirichlet",0.100000001490116,590,0,0,25,0,0
"938",1,TRUE,"dirichlet",0.100000001490116,590,0,0,25,0,0
"939",1,FALSE,"dirichlet",1,590,0,0,23,2,0
"940",1,TRUE,"dirichlet",1,590,0,0,25,0,0
"941",1,FALSE,"dirichlet",10,590,3,4,8,6,4
"942",1,TRUE,"dirichlet",10,590,0,0,25,0,0
"943",1,FALSE,"dirichlet",100,590,5,0,9,6,5
"944",1,TRUE,"dirichlet",100,590,0,0,25,0,0
"945",1,FALSE,"dtree",0.100000001490116,600,0,0,25,0,0
"946",1,TRUE,"dtree",0.100000001490116,600,0,0,25,0,0
"947",1,FALSE,"dtree",1,600,0,0,25,0,0
"948",1,TRUE,"dtree",1,600,0,0,25,0,0
"949",1,FALSE,"dtree",10,600,0,0,25,0,0
"950",1,TRUE,"dtree",10,600,0,0,25,0,0
"951",1,FALSE,"dtree",100,600,0,0,25,0,0
"952",1,TRUE,"dtree",100,600,0,0,25,0,0
"953",1,FALSE,"dirichlet",0.100000001490116,600,0,0,24,1,0
"954",1,TRUE,"dirichlet",0.100000001490116,600,0,0,25,0,0
"955",1,FALSE,"dirichlet",1,600,0,0,25,0,0
"956",1,TRUE,"dirichlet",1,600,0,0,25,0,0
"957",1,FALSE,"dirichlet",10,600,1,6,8,7,3
"958",1,TRUE,"dirichlet",10,600,0,0,25,0,0
"959",1,FALSE,"dirichlet",100,600,4,5,5,5,6
"960",1,TRUE,"dirichlet",100,600,0,0,25,0,0
"961",1,FALSE,"dtree",0.100000001490116,610,0,0,25,0,0
"962",1,TRUE,"dtree",0.100000001490116,610,0,0,25,0,0
"963",1,FALSE,"dtree",1,610,0,0,25,0,0
"964",1,TRUE,"dtree",1,610,0,0,25,0,0
"965",1,FALSE,"dtree",10,610,0,0,25,0,0
"966",1,TRUE,"dtree",10,610,0,0,25,0,0
"967",1,FALSE,"dtree",100,610,0,0,22,3,0
"968",1,TRUE,"dtree",100,610,0,0,25,0,0
"969",1,FALSE,"dirichlet",0.100000001490116,610,0,0,25,0,0
"970",1,TRUE,"dirichlet",0.100000001490116,610,0,0,25,0,0
"971",1,FALSE,"dirichlet",1,610,0,0,23,1,1
"972",1,TRUE,"dirichlet",1,610,0,0,25,0,0
"973",1,FALSE,"dirichlet",10,610,3,2,11,5,4
"974",1,TRUE,"dirichlet",10,610,0,0,25,0,0
"975",1,FALSE,"dirichlet",100,610,2,6,4,7,6
"976",1,TRUE,"dirichlet",100,610,0,0,25,0,0
"977",1,FALSE,"dtree",0.100000001490116,620,0,0,25,0,0
"978",1,TRUE,"dtree",0.100000001490116,620,0,0,25,0,0
"979",1,FALSE,"dtree",1,620,0,0,25,0,0
"980",1,TRUE,"dtree",1,620,0,0,25,0,0
"981",1,FALSE,"dtree",10,620,0,0,24,1,0
"982",1,TRUE,"dtree",10,620,0,0,25,0,0
"983",1,FALSE,"dtree",100,620,0,0,25,0,0
"984",1,TRUE,"dtree",100,620,0,0,25,0,0
"985",1,FALSE,"dirichlet",0.100000001490116,620,0,0,25,0,0
"986",1,TRUE,"dirichlet",0.100000001490116,620,0,0,25,0,0
"987",1,FALSE,"dirichlet",1,620,0,0,25,0,0
"988",1,TRUE,"dirichlet",1,620,0,0,25,0,0
"989",1,FALSE,"dirichlet",10,620,3,3,10,6,3
"990",1,TRUE,"dirichlet",10,620,0,0,25,0,0
"991",1,FALSE,"dirichlet",100,620,6,5,6,5,3
"992",1,TRUE,"dirichlet",100,620,0,0,25,0,0
"993",1,FALSE,"dtree",0.100000001490116,630,0,0,25,0,0
"994",1,TRUE,"dtree",0.100000001490116,630,0,0,25,0,0
"995",1,FALSE,"dtree",1,630,0,0,25,0,0
"996",1,TRUE,"dtree",1,630,0,0,25,0,0
"997",1,FALSE,"dtree",10,630,0,0,25,0,0
"998",1,TRUE,"dtree",10,630,0,0,25,0,0
"999",1,FALSE,"dtree",100,630,0,0,25,0,0
"1000",1,TRUE,"dtree",100,630,0,0,25,0,0
"1001",1,FALSE,"dirichlet",0.100000001490116,630,0,0,25,0,0
"1002",1,TRUE,"dirichlet",0.100000001490116,630,0,0,25,0,0
"1003",1,FALSE,"dirichlet",1,630,0,0,24,1,0
"1004",1,TRUE,"dirichlet",1,630,0,0,25,0,0
"1005",1,FALSE,"dirichlet",10,630,4,6,10,2,3
"1006",1,TRUE,"dirichlet",10,630,0,0,25,0,0
"1007",1,FALSE,"dirichlet",100,630,7,2,5,7,4
"1008",1,TRUE,"dirichlet",100,630,0,0,25,0,0
"1009",1,FALSE,"dtree",0.100000001490116,640,0,0,25,0,0
"1010",1,TRUE,"dtree",0.100000001490116,640,0,0,25,0,0
"1011",1,FALSE,"dtree",1,640,0,0,25,0,0
"1012",1,TRUE,"dtree",1,640,0,0,25,0,0
"1013",1,FALSE,"dtree",10,640,0,0,25,0,0
"1014",1,TRUE,"dtree",10,640,0,0,25,0,0
"1015",1,FALSE,"dtree",100,640,0,0,23,2,0
"1016",1,TRUE,"dtree",100,640,0,0,25,0,0
"1017",1,FALSE,"dirichlet",0.100000001490116,640,0,0,25,0,0
"1018",1,TRUE,"dirichlet",0.100000001490116,640,0,0,25,0,0
"1019",1,FALSE,"dirichlet",1,640,0,0,22,3,0
"1020",1,TRUE,"dirichlet",1,640,0,0,25,0,0
"1021",1,FALSE,"dirichlet",10,640,1,1,8,11,4
"1022",1,TRUE,"dirichlet",10,640,0,0,25,0,0
"1023",1,FALSE,"dirichlet",100,640,0,7,7,5,6
"1024",1,TRUE,"dirichlet",100,640,0,0,25,0,0
"1025",1,FALSE,"dtree",0.100000001490116,650,0,0,25,0,0
"1026",1,TRUE,"dtree",0.100000001490116,650,0,0,25,0,0
"1027",1,FALSE,"dtree",1,650,0,0,25,0,0
"1028",1,TRUE,"dtree",1,650,0,0,25,0,0
"1029",1,FALSE,"dtree",10,650,0,0,25,0,0
"1030",1,TRUE,"dtree",10,650,0,0,25,0,0
"1031",1,FALSE,"dtree",100,650,0,0,24,1,0
"1032",1,TRUE,"dtree",100,650,0,0,25,0,0
"1033",1,FALSE,"dirichlet",0.100000001490116,650,0,0,25,0,0
"1034",1,TRUE,"dirichlet",0.100000001490116,650,0,0,25,0,0
"1035",1,FALSE,"dirichlet",1,650,0,0,25,0,0
"1036",1,TRUE,"dirichlet",1,650,0,0,25,0,0
"1037",1,FALSE,"dirichlet",10,650,4,6,9,4,2
"1038",1,TRUE,"dirichlet",10,650,0,0,25,0,0
"1039",1,FALSE,"dirichlet",100,650,4,4,7,3,7
"1040",1,TRUE,"dirichlet",100,650,0,0,25,0,0
"1041",1,FALSE,"dtree",0.100000001490116,660,0,0,25,0,0
"1042",1,TRUE,"dtree",0.100000001490116,660,0,0,25,0,0
"1043",1,FALSE,"dtree",1,660,0,0,25,0,0
"1044",1,TRUE,"dtree",1,660,0,0,25,0,0
"1045",1,FALSE,"dtree",10,660,0,0,25,0,0
"1046",1,TRUE,"dtree",10,660,0,0,25,0,0
"1047",1,FALSE,"dtree",100,660,0,0,24,1,0
"1048",1,TRUE,"dtree",100,660,0,0,25,0,0
"1049",1,FALSE,"dirichlet",0.100000001490116,660,0,0,25,0,0
"1050",1,TRUE,"dirichlet",0.100000001490116,660,0,0,25,0,0
"1051",1,FALSE,"dirichlet",1,660,0,0,22,3,0
"1052",1,TRUE,"dirichlet",1,660,0,0,25,0,0
"1053",1,FALSE,"dirichlet",10,660,3,3,10,5,4
"1054",1,TRUE,"dirichlet",10,660,0,0,25,0,0
"1055",1,FALSE,"dirichlet",100,660,5,3,7,7,3
"1056",1,TRUE,"dirichlet",100,660,0,0,25,0,0
"1057",1,FALSE,"dtree",0.100000001490116,670,0,0,25,0,0
"1058",1,TRUE,"dtree",0.100000001490116,670,0,0,25,0,0
"1059",1,FALSE,"dtree",1,670,0,0,25,0,0
"1060",1,TRUE,"dtree",1,670,0,0,25,0,0
"1061",1,FALSE,"dtree",10,670,0,0,25,0,0
"1062",1,TRUE,"dtree",10,670,0,0,25,0,0
"1063",1,FALSE,"dtree",100,670,0,0,24,1,0
"1064",1,TRUE,"dtree",100,670,0,0,25,0,0
"1065",1,FALSE,"dirichlet",0.100000001490116,670,0,0,25,0,0
"1066",1,TRUE,"dirichlet",0.100000001490116,670,0,0,25,0,0
"1067",1,FALSE,"dirichlet",1,670,0,0,24,1,0
"1068",1,TRUE,"dirichlet",1,670,0,0,25,0,0
"1069",1,FALSE,"dirichlet",10,670,1,4,10,8,2
"1070",1,TRUE,"dirichlet",10,670,0,0,25,0,0
"1071",1,FALSE,"dirichlet",100,670,3,3,9,5,5
"1072",1,TRUE,"dirichlet",100,670,0,0,25,0,0
"1073",1,FALSE,"dtree",0.100000001490116,680,0,0,25,0,0
"1074",1,TRUE,"dtree",0.100000001490116,680,0,0,25,0,0
"1075",1,FALSE,"dtree",1,680,0,0,25,0,0
"1076",1,TRUE,"dtree",1,680,0,0,25,0,0
"1077",1,FALSE,"dtree",10,680,0,0,25,0,0
"1078",1,TRUE,"dtree",10,680,0,0,25,0,0
"1079",1,FALSE,"dtree",100,680,0,0,24,1,0
"1080",1,TRUE,"dtree",100,680,0,0,25,0,0
"1081",1,FALSE,"dirichlet",0.100000001490116,680,0,0,25,0,0
"1082",1,TRUE,"dirichlet",0.100000001490116,680,0,0,25,0,0
"1083",1,FALSE,"dirichlet",1,680,0,0,25,0,0
"1084",1,TRUE,"dirichlet",1,680,0,0,25,0,0
"1085",1,FALSE,"dirichlet",10,680,3,2,10,8,2
"1086",1,TRUE,"dirichlet",10,680,0,0,25,0,0
"1087",1,FALSE,"dirichlet",100,680,5,6,7,3,4
"1088",1,TRUE,"dirichlet",100,680,0,0,25,0,0
"1089",1,FALSE,"dtree",0.100000001490116,690,0,0,25,0,0
"1090",1,TRUE,"dtree",0.100000001490116,690,0,0,25,0,0
"1091",1,FALSE,"dtree",1,690,0,0,25,0,0
"1092",1,TRUE,"dtree",1,690,0,0,25,0,0
"1093",1,FALSE,"dtree",10,690,0,0,25,0,0
"1094",1,TRUE,"dtree",10,690,0,0,25,0,0
"1095",1,FALSE,"dtree",100,690,0,0,25,0,0
"1096",1,TRUE,"dtree",100,690,0,0,25,0,0
"1097",1,FALSE,"dirichlet",0.100000001490116,690,0,0,25,0,0
"1098",1,TRUE,"dirichlet",0.100000001490116,690,0,0,25,0,0
"1099",1,FALSE,"dirichlet",1,690,0,0,25,0,0
"1100",1,TRUE,"dirichlet",1,690,0,0,25,0,0
"1101",1,FALSE,"dirichlet",10,690,2,2,16,4,1
"1102",1,TRUE,"dirichlet",10,690,0,0,25,0,0
"1103",1,FALSE,"dirichlet",100,690,8,6,7,2,2
"1104",1,TRUE,"dirichlet",100,690,0,0,25,0,0
"1105",1,FALSE,"dtree",0.100000001490116,700,0,0,25,0,0
"1106",1,TRUE,"dtree",0.100000001490116,700,0,0,25,0,0
"1107",1,FALSE,"dtree",1,700,0,0,25,0,0
"1108",1,TRUE,"dtree",1,700,0,0,25,0,0
"1109",1,FALSE,"dtree",10,700,0,0,25,0,0
"1110",1,TRUE,"dtree",10,700,0,0,25,0,0
"1111",1,FALSE,"dtree",100,700,0,0,25,0,0
"1112",1,TRUE,"dtree",100,700,0,0,25,0,0
"1113",1,FALSE,"dirichlet",0.100000001490116,700,0,0,25,0,0
"1114",1,TRUE,"dirichlet",0.100000001490116,700,0,0,25,0,0
"1115",1,FALSE,"dirichlet",1,700,0,0,22,3,0
"1116",1,TRUE,"dirichlet",1,700,0,0,25,0,0
"1117",1,FALSE,"dirichlet",10,700,0,3,16,3,3
"1118",1,TRUE,"dirichlet",10,700,0,0,25,0,0
"1119",1,FALSE,"dirichlet",100,700,3,6,6,8,2
"1120",1,TRUE,"dirichlet",100,700,0,0,25,0,0
"1121",1,FALSE,"dtree",0.100000001490116,710,0,0,24,1,0
"1122",1,TRUE,"dtree",0.100000001490116,710,0,0,25,0,0
"1123",1,FALSE,"dtree",1,710,0,0,25,0,0
"1124",1,TRUE,"dtree",1,710,0,0,25,0,0
"1125",1,FALSE,"dtree",10,710,0,0,24,1,0
"1126",1,TRUE,"dtree",10,710,0,0,25,0,0
"1127",1,FALSE,"dtree",100,710,0,0,25,0,0
"1128",1,TRUE,"dtree",100,710,0,0,25,0,0
"1129",1,FALSE,"dirichlet",0.100000001490116,710,0,0,24,1,0
"1130",1,TRUE,"dirichlet",0.100000001490116,710,0,0,25,0,0
"1131",1,FALSE,"dirichlet",1,710,0,0,24,1,0
"1132",1,TRUE,"dirichlet",1,710,0,0,25,0,0
"1133",1,FALSE,"dirichlet",10,710,4,3,8,6,4
"1134",1,TRUE,"dirichlet",10,710,0,0,25,0,0
"1135",1,FALSE,"dirichlet",100,710,4,6,3,5,7
"1136",1,TRUE,"dirichlet",100,710,0,0,25,0,0
"1137",1,FALSE,"dtree",0.100000001490116,720,0,0,23,2,0
"1138",1,TRUE,"dtree",0.100000001490116,720,0,0,25,0,0
"1139",1,FALSE,"dtree",1,720,0,0,25,0,0
"1140",1,TRUE,"dtree",1,720,0,0,25,0,0
"1141",1,FALSE,"dtree",10,720,0,0,25,0,0
"1142",1,TRUE,"dtree",10,720,0,0,25,0,0
"1143",1,FALSE,"dtree",100,720,0,0,25,0,0
"1144",1,TRUE,"dtree",100,720,0,0,25,0,0
"1145",1,FALSE,"dirichlet",0.100000001490116,720,0,0,25,0,0
"1146",1,TRUE,"dirichlet",0.100000001490116,720,0,0,25,0,0
"1147",1,FALSE,"dirichlet",1,720,0,0,25,0,0
"1148",1,TRUE,"dirichlet",1,720,0,0,25,0,0
"1149",1,FALSE,"dirichlet",10,720,3,2,13,6,1
"1150",1,TRUE,"dirichlet",10,720,0,0,25,0,0
"1151",1,FALSE,"dirichlet",100,720,6,4,7,5,3
"1152",1,TRUE,"dirichlet",100,720,0,0,25,0,0
"1153",1,FALSE,"dtree",0.100000001490116,730,0,0,25,0,0
"1154",1,TRUE,"dtree",0.100000001490116,730,0,0,25,0,0
"1155",1,FALSE,"dtree",1,730,0,0,25,0,0
"1156",1,TRUE,"dtree",1,730,0,0,25,0,0
"1157",1,FALSE,"dtree",10,730,0,0,25,0,0
"1158",1,TRUE,"dtree",10,730,0,0,25,0,0
"1159",1,FALSE,"dtree",100,730,0,0,25,0,0
"1160",1,TRUE,"dtree",100,730,0,0,25,0,0
"1161",1,FALSE,"dirichlet",0.100000001490116,730,0,0,25,0,0
"1162",1,TRUE,"dirichlet",0.100000001490116,730,0,0,25,0,0
"1163",1,FALSE,"dirichlet",1,730,0,0,24,1,0
"1164",1,TRUE,"dirichlet",1,730,0,0,25,0,0
"1165",1,FALSE,"dirichlet",10,730,0,3,14,6,2
"1166",1,TRUE,"dirichlet",10,730,0,0,25,0,0
"1167",1,FALSE,"dirichlet",100,730,9,3,4,3,6
"1168",1,TRUE,"dirichlet",100,730,0,0,25,0,0
"1169",1,FALSE,"dtree",0.100000001490116,740,0,0,25,0,0
"1170",1,TRUE,"dtree",0.100000001490116,740,0,0,25,0,0
"1171",1,FALSE,"dtree",1,740,0,0,24,1,0
"1172",1,TRUE,"dtree",1,740,0,0,25,0,0
"1173",1,FALSE,"dtree",10,740,0,0,25,0,0
"1174",1,TRUE,"dtree",10,740,0,0,25,0,0
"1175",1,FALSE,"dtree",100,740,0,0,25,0,0
"1176",1,TRUE,"dtree",100,740,0,0,25,0,0
"1177",1,FALSE,"dirichlet",0.100000001490116,740,0,0,24,1,0
"1178",1,TRUE,"dirichlet",0.100000001490116,740,0,0,25,0,0
"1179",1,FALSE,"dirichlet",1,740,0,0,25,0,0
"1180",1,TRUE,"dirichlet",1,740,0,0,25,0,0
"1181",1,FALSE,"dirichlet",10,740,5,3,9,4,4
"1182",1,TRUE,"dirichlet",10,740,0,0,25,0,0
"1183",1,FALSE,"dirichlet",100,740,3,7,4,4,7
"1184",1,TRUE,"dirichlet",100,740,0,0,25,0,0
"1185",1,FALSE,"dtree",0.100000001490116,750,0,0,25,0,0
"1186",1,TRUE,"dtree",0.100000001490116,750,0,0,25,0,0
"1187",1,FALSE,"dtree",1,750,0,0,24,1,0
"1188",1,TRUE,"dtree",1,750,0,0,25,0,0
"1189",1,FALSE,"dtree",10,750,0,0,25,0,0
"1190",1,TRUE,"dtree",10,750,0,0,25,0,0
"1191",1,FALSE,"dtree",100,750,0,0,23,1,1
"1192",1,TRUE,"dtree",100,750,0,0,25,0,0
"1193",1,FALSE,"dirichlet",0.100000001490116,750,0,0,25,0,0
"1194",1,TRUE,"dirichlet",0.100000001490116,750,0,0,25,0,0
"1195",1,FALSE,"dirichlet",1,750,0,0,22,3,0
"1196",1,TRUE,"dirichlet",1,750,0,0,25,0,0
"1197",1,FALSE,"dirichlet",10,750,3,2,12,3,5
"1198",1,TRUE,"dirichlet",10,750,0,0,25,0,0
"1199",1,FALSE,"dirichlet",100,750,6,4,5,7,3
"1200",1,TRUE,"dirichlet",100,750,0,0,25,0,0
"1201",1,FALSE,"dtree",0.100000001490116,760,0,0,25,0,0
"1202",1,TRUE,"dtree",0.100000001490116,760,0,0,25,0,0
"1203",1,FALSE,"dtree",1,760,0,0,25,0,0
"1204",1,TRUE,"dtree",1,760,0,0,25,0,0
"1205",1,FALSE,"dtree",10,760,0,0,25,0,0
"1206",1,TRUE,"dtree",10,760,0,0,25,0,0
"1207",1,FALSE,"dtree",100,760,0,0,25,0,0
"1208",1,TRUE,"dtree",100,760,0,0,25,0,0
"1209",1,FALSE,"dirichlet",0.100000001490116,760,0,0,25,0,0
"1210",1,TRUE,"dirichlet",0.100000001490116,760,0,0,25,0,0
"1211",1,FALSE,"dirichlet",1,760,0,0,24,1,0
"1212",1,TRUE,"dirichlet",1,760,0,0,25,0,0
"1213",1,FALSE,"dirichlet",10,760,1,1,12,5,6
"1214",1,TRUE,"dirichlet",10,760,0,0,25,0,0
"1215",1,FALSE,"dirichlet",100,760,6,5,4,7,3
"1216",1,TRUE,"dirichlet",100,760,0,0,25,0,0
"1217",1,FALSE,"dtree",0.100000001490116,770,0,0,25,0,0
"1218",1,TRUE,"dtree",0.100000001490116,770,0,0,25,0,0
"1219",1,FALSE,"dtree",1,770,0,0,25,0,0
"1220",1,TRUE,"dtree",1,770,0,0,25,0,0
"1221",1,FALSE,"dtree",10,770,0,0,25,0,0
"1222",1,TRUE,"dtree",10,770,0,0,25,0,0
"1223",1,FALSE,"dtree",100,770,0,0,25,0,0
"1224",1,TRUE,"dtree",100,770,0,0,25,0,0
"1225",1,FALSE,"dirichlet",0.100000001490116,770,0,0,25,0,0
"1226",1,TRUE,"dirichlet",0.100000001490116,770,0,0,25,0,0
"1227",1,FALSE,"dirichlet",1,770,0,0,23,2,0
"1228",1,TRUE,"dirichlet",1,770,0,0,25,0,0
"1229",1,FALSE,"dirichlet",10,770,2,3,13,5,2
"1230",1,TRUE,"dirichlet",10,770,0,0,25,0,0
"1231",1,FALSE,"dirichlet",100,770,7,3,4,7,4
"1232",1,TRUE,"dirichlet",100,770,0,0,25,0,0
"1233",1,FALSE,"dtree",0.100000001490116,780,0,0,25,0,0
"1234",1,TRUE,"dtree",0.100000001490116,780,0,0,25,0,0
"1235",1,FALSE,"dtree",1,780,0,0,25,0,0
"1236",1,TRUE,"dtree",1,780,0,0,25,0,0
"1237",1,FALSE,"dtree",10,780,0,0,24,1,0
"1238",1,TRUE,"dtree",10,780,0,0,25,0,0
"1239",1,FALSE,"dtree",100,780,0,0,25,0,0
"1240",1,TRUE,"dtree",100,780,0,0,25,0,0
"1241",1,FALSE,"dirichlet",0.100000001490116,780,0,0,25,0,0
"1242",1,TRUE,"dirichlet",0.100000001490116,780,0,0,25,0,0
"1243",1,FALSE,"dirichlet",1,780,0,0,24,1,0
"1244",1,TRUE,"dirichlet",1,780,0,0,25,0,0
"1245",1,FALSE,"dirichlet",10,780,3,2,11,5,4
"1246",1,TRUE,"dirichlet",10,780,0,0,25,0,0
"1247",1,FALSE,"dirichlet",100,780,6,3,6,6,4
"1248",1,TRUE,"dirichlet",100,780,0,0,25,0,0
"1249",1,FALSE,"dtree",0.100000001490116,790,0,0,25,0,0
"1250",1,TRUE,"dtree",0.100000001490116,790,0,0,25,0,0
"1251",1,FALSE,"dtree",1,790,0,0,25,0,0
"1252",1,TRUE,"dtree",1,790,0,0,25,0,0
"1253",1,FALSE,"dtree",10,790,0,0,25,0,0
"1254",1,TRUE,"dtree",10,790,0,0,25,0,0
"1255",1,FALSE,"dtree",100,790,0,0,25,0,0
"1256",1,TRUE,"dtree",100,790,0,0,25,0,0
"1257",1,FALSE,"dirichlet",0.100000001490116,790,0,0,23,2,0
"1258",1,TRUE,"dirichlet",0.100000001490116,790,0,0,25,0,0
"1259",1,FALSE,"dirichlet",1,790,0,0,24,1,0
"1260",1,TRUE,"dirichlet",1,790,0,0,25,0,0
"1261",1,FALSE,"dirichlet",10,790,1,1,18,5,0
"1262",1,TRUE,"dirichlet",10,790,0,0,25,0,0
"1263",1,FALSE,"dirichlet",100,790,6,4,6,5,4
"1264",1,TRUE,"dirichlet",100,790,0,0,25,0,0
"1265",1,FALSE,"dtree",0.100000001490116,800,0,0,25,0,0
"1266",1,TRUE,"dtree",0.100000001490116,800,0,0,25,0,0
"1267",1,FALSE,"dtree",1,800,0,0,25,0,0
"1268",1,TRUE,"dtree",1,800,0,0,25,0,0
"1269",1,FALSE,"dtree",10,800,0,0,25,0,0
"1270",1,TRUE,"dtree",10,800,0,0,25,0,0
"1271",1,FALSE,"dtree",100,800,0,0,24,1,0
"1272",1,TRUE,"dtree",100,800,0,0,25,0,0
"1273",1,FALSE,"dirichlet",0.100000001490116,800,0,0,24,1,0
"1274",1,TRUE,"dirichlet",0.100000001490116,800,0,0,25,0,0
"1275",1,FALSE,"dirichlet",1,800,0,0,23,2,0
"1276",1,TRUE,"dirichlet",1,800,0,0,25,0,0
"1277",1,FALSE,"dirichlet",10,800,3,0,13,8,1
"1278",1,TRUE,"dirichlet",10,800,0,0,25,0,0
"1279",1,FALSE,"dirichlet",100,800,8,3,9,3,2
"1280",1,TRUE,"dirichlet",100,800,0,0,25,0,0
"1281",1,FALSE,"dtree",0.100000001490116,810,0,0,25,0,0
"1282",1,TRUE,"dtree",0.100000001490116,810,0,0,25,0,0
"1283",1,FALSE,"dtree",1,810,0,0,25,0,0
"1284",1,TRUE,"dtree",1,810,0,0,25,0,0
"1285",1,FALSE,"dtree",10,810,0,0,25,0,0
"1286",1,TRUE,"dtree",10,810,0,0,25,0,0
"1287",1,FALSE,"dtree",100,810,0,0,24,1,0
"1288",1,TRUE,"dtree",100,810,0,0,25,0,0
"1289",1,FALSE,"dirichlet",0.100000001490116,810,0,0,25,0,0
"1290",1,TRUE,"dirichlet",0.100000001490116,810,0,0,25,0,0
"1291",1,FALSE,"dirichlet",1,810,0,0,22,3,0
"1292",1,TRUE,"dirichlet",1,810,0,0,25,0,0
"1293",1,FALSE,"dirichlet",10,810,2,4,10,4,5
"1294",1,TRUE,"dirichlet",10,810,0,0,25,0,0
"1295",1,FALSE,"dirichlet",100,810,7,5,4,5,4
"1296",1,TRUE,"dirichlet",100,810,0,0,25,0,0
"1297",1,FALSE,"dtree",0.100000001490116,820,0,0,25,0,0
"1298",1,TRUE,"dtree",0.100000001490116,820,0,0,25,0,0
"1299",1,FALSE,"dtree",1,820,0,0,25,0,0
"1300",1,TRUE,"dtree",1,820,0,0,25,0,0
"1301",1,FALSE,"dtree",10,820,0,0,25,0,0
"1302",1,TRUE,"dtree",10,820,0,0,25,0,0
"1303",1,FALSE,"dtree",100,820,0,0,25,0,0
"1304",1,TRUE,"dtree",100,820,0,0,25,0,0
"1305",1,FALSE,"dirichlet",0.100000001490116,820,0,0,24,1,0
"1306",1,TRUE,"dirichlet",0.100000001490116,820,0,0,25,0,0
"1307",1,FALSE,"dirichlet",1,820,0,0,21,4,0
"1308",1,TRUE,"dirichlet",1,820,0,0,25,0,0
"1309",1,FALSE,"dirichlet",10,820,1,3,11,5,5
"1310",1,TRUE,"dirichlet",10,820,0,0,25,0,0
