"","repno","usingObserved","treeType","scale","counted","wincount.1","wincount.2","wincount.3","wincount.4","wincount.5"
"437",1,FALSE,"dtree",10,280,0,0,25,0,0
"438",1,TRUE,"dtree",10,280,0,0,25,0,0
"439",1,FALSE,"dtree",100,280,0,0,23,2,0
"440",1,TRUE,"dtree",100,280,0,0,24,1,0
"441",1,FALSE,"dirichlet",0.100000001490116,280,0,0,25,0,0
"442",1,TRUE,"dirichlet",0.100000001490116,280,0,0,25,0,0
"443",1,FALSE,"dirichlet",1,280,1,0,21,2,1
"444",1,TRUE,"dirichlet",1,280,0,0,25,0,0
"445",1,FALSE,"dirichlet",10,280,5,4,10,3,3
"446",1,TRUE,"dirichlet",10,280,0,0,25,0,0
"447",1,FALSE,"dirichlet",100,280,3,4,8,3,7
"448",1,TRUE,"dirichlet",100,280,0,0,23,2,0
"449",1,FALSE,"dtree",0.100000001490116,290,0,0,25,0,0
"450",1,TRUE,"dtree",0.100000001490116,290,0,0,25,0,0
"451",1,FALSE,"dtree",1,290,0,0,25,0,0
"452",1,TRUE,"dtree",1,290,0,0,25,0,0
"453",1,FALSE,"dtree",10,290,0,0,25,0,0
"454",1,TRUE,"dtree",10,290,0,0,25,0,0
"455",1,FALSE,"dtree",100,290,0,0,22,1,2
"456",1,TRUE,"dtree",100,290,0,0,25,0,0
"457",1,FALSE,"dirichlet",0.100000001490116,290,0,0,25,0,0
"458",1,TRUE,"dirichlet",0.100000001490116,290,0,0,25,0,0
"459",1,FALSE,"dirichlet",1,290,0,0,22,3,0
"460",1,TRUE,"dirichlet",1,290,0,0,25,0,0
"461",1,FALSE,"dirichlet",10,290,3,4,10,6,2
"462",1,TRUE,"dirichlet",10,290,0,0,23,2,0
"463",1,FALSE,"dirichlet",100,290,6,6,4,6,3
"464",1,TRUE,"dirichlet",100,290,0,0,24,1,0
"465",1,FALSE,"dtree",0.100000001490116,300,0,0,25,0,0
"466",1,TRUE,"dtree",0.100000001490116,300,0,0,25,0,0
"467",1,FALSE,"dtree",1,300,0,0,25,0,0
"468",1,TRUE,"dtree",1,300,0,0,25,0,0
"469",1,FALSE,"dtree",10,300,0,0,25,0,0
"470",1,TRUE,"dtree",10,300,0,0,25,0,0
"471",1,FALSE,"dtree",100,300,0,0,24,1,0
"472",1,TRUE,"dtree",100,300,0,0,25,0,0
"473",1,FALSE,"dirichlet",0.100000001490116,300,0,0,25,0,0
"474",1,TRUE,"dirichlet",0.100000001490116,300,0,0,25,0,0
"475",1,FALSE,"dirichlet",1,300,0,1,21,3,0
"476",1,TRUE,"dirichlet",1,300,0,0,25,0,0
"477",1,FALSE,"dirichlet",10,300,5,5,8,4,3
"478",1,TRUE,"dirichlet",10,300,0,0,25,0,0
"479",1,FALSE,"dirichlet",100,300,2,4,3,8,8
"480",1,TRUE,"dirichlet",100,300,0,0,24,1,0
"481",1,FALSE,"dtree",0.100000001490116,310,0,0,25,0,0
"482",1,TRUE,"dtree",0.100000001490116,310,0,0,25,0,0
"483",1,FALSE,"dtree",1,310,0,0,25,0,0
"484",1,TRUE,"dtree",1,310,0,0,25,0,0
"485",1,FALSE,"dtree",10,310,0,0,25,0,0
"486",1,TRUE,"dtree",10,310,0,0,25,0,0
"487",1,FALSE,"dtree",100,310,0,0,23,2,0
"488",1,TRUE,"dtree",100,310,0,0,25,0,0
"489",1,FALSE,"dirichlet",0.100000001490116,310,0,0,25,0,0
"490",1,TRUE,"dirichlet",0.100000001490116,310,0,0,25,0,0
"491",1,FALSE,"dirichlet",1,310,0,0,22,2,1
"492",1,TRUE,"dirichlet",1,310,0,0,25,0,0
"493",1,FALSE,"dirichlet",10,310,4,5,7,7,2
"494",1,TRUE,"dirichlet",10,310,0,0,25,0,0
"495",1,FALSE,"dirichlet",100,310,6,0,7,6,6
"496",1,TRUE,"dirichlet",100,310,0,0,25,0,0
"497",1,FALSE,"dtree",0.100000001490116,320,0,0,25,0,0
"498",1,TRUE,"dtree",0.100000001490116,320,0,0,25,0,0
"499",1,FALSE,"dtree",1,320,0,0,25,0,0
"500",1,TRUE,"dtree",1,320,0,0,25,0,0
"501",1,FALSE,"dtree",10,320,0,0,25,0,0
"502",1,TRUE,"dtree",10,320,0,0,25,0,0
"503",1,FALSE,"dtree",100,320,0,0,22,3,0
"504",1,TRUE,"dtree",100,320,0,0,24,1,0
"505",1,FALSE,"dirichlet",0.100000001490116,320,0,0,25,0,0
"506",1,TRUE,"dirichlet",0.100000001490116,320,0,0,25,0,0
"507",1,FALSE,"dirichlet",1,320,0,0,22,3,0
"508",1,TRUE,"dirichlet",1,320,0,0,25,0,0
"509",1,FALSE,"dirichlet",10,320,4,4,10,5,2
"510",1,TRUE,"dirichlet",10,320,0,0,25,0,0
"511",1,FALSE,"dirichlet",100,320,4,5,4,5,7
"512",1,TRUE,"dirichlet",100,320,0,0,25,0,0
"513",1,FALSE,"dtree",0.100000001490116,330,0,0,25,0,0
"514",1,TRUE,"dtree",0.100000001490116,330,0,0,25,0,0
"515",1,FALSE,"dtree",1,330,0,0,25,0,0
"516",1,TRUE,"dtree",1,330,0,0,25,0,0
"517",1,FALSE,"dtree",10,330,0,0,25,0,0
"518",1,TRUE,"dtree",10,330,0,0,25,0,0
"519",1,FALSE,"dtree",100,330,0,0,23,2,0
"520",1,TRUE,"dtree",100,330,0,0,25,0,0
"521",1,FALSE,"dirichlet",0.100000001490116,330,0,0,25,0,0
"522",1,TRUE,"dirichlet",0.100000001490116,330,0,0,25,0,0
"523",1,FALSE,"dirichlet",1,330,0,0,21,1,3
"524",1,TRUE,"dirichlet",1,330,0,0,25,0,0
"525",1,FALSE,"dirichlet",10,330,4,4,8,7,2
"526",1,TRUE,"dirichlet",10,330,0,0,25,0,0
"527",1,FALSE,"dirichlet",100,330,6,9,3,3,4
"528",1,TRUE,"dirichlet",100,330,0,0,24,1,0
"529",1,FALSE,"dtree",0.100000001490116,340,0,0,25,0,0
"530",1,TRUE,"dtree",0.100000001490116,340,0,0,25,0,0
"531",1,FALSE,"dtree",1,340,0,0,25,0,0
"532",1,TRUE,"dtree",1,340,0,0,25,0,0
"533",1,FALSE,"dtree",10,340,0,0,25,0,0
"534",1,TRUE,"dtree",10,340,0,0,25,0,0
"535",1,FALSE,"dtree",100,340,0,1,24,0,0
"536",1,TRUE,"dtree",100,340,0,0,23,2,0
"537",1,FALSE,"dirichlet",0.100000001490116,340,0,0,25,0,0
"538",1,TRUE,"dirichlet",0.100000001490116,340,0,0,25,0,0
"539",1,FALSE,"dirichlet",1,340,0,0,24,1,0
"540",1,TRUE,"dirichlet",1,340,0,0,25,0,0
"541",1,FALSE,"dirichlet",10,340,4,5,8,3,5
"542",1,TRUE,"dirichlet",10,340,0,0,25,0,0
"543",1,FALSE,"dirichlet",100,340,5,7,4,5,4
"544",1,TRUE,"dirichlet",100,340,0,0,24,1,0
"545",1,FALSE,"dtree",0.100000001490116,350,0,0,25,0,0
"546",1,TRUE,"dtree",0.100000001490116,350,0,0,25,0,0
"547",1,FALSE,"dtree",1,350,0,0,25,0,0
"548",1,TRUE,"dtree",1,350,0,0,25,0,0
"549",1,FALSE,"dtree",10,350,0,0,25,0,0
"550",1,TRUE,"dtree",10,350,0,0,25,0,0
"551",1,FALSE,"dtree",100,350,0,0,25,0,0
"552",1,TRUE,"dtree",100,350,0,0,25,0,0
"553",1,FALSE,"dirichlet",0.100000001490116,350,0,0,25,0,0
"554",1,TRUE,"dirichlet",0.100000001490116,350,0,0,25,0,0
"555",1,FALSE,"dirichlet",1,350,0,0,23,1,1
"556",1,TRUE,"dirichlet",1,350,0,0,25,0,0
"557",1,FALSE,"dirichlet",10,350,3,5,10,3,4
"558",1,TRUE,"dirichlet",10,350,0,0,25,0,0
"559",1,FALSE,"dirichlet",100,350,4,6,4,8,3
"560",1,TRUE,"dirichlet",100,350,0,0,24,1,0
"561",1,FALSE,"dtree",0.100000001490116,360,0,0,25,0,0
"562",1,TRUE,"dtree",0.100000001490116,360,0,0,25,0,0
"563",1,FALSE,"dtree",1,360,0,0,25,0,0
"564",1,TRUE,"dtree",1,360,0,0,25,0,0
"565",1,FALSE,"dtree",10,360,0,0,25,0,0
"566",1,TRUE,"dtree",10,360,0,0,25,0,0
"567",1,FALSE,"dtree",100,360,0,0,24,1,0
"568",1,TRUE,"dtree",100,360,0,0,25,0,0
"569",1,FALSE,"dirichlet",0.100000001490116,360,0,0,25,0,0
"570",1,TRUE,"dirichlet",0.100000001490116,360,0,0,25,0,0
"571",1,FALSE,"dirichlet",1,360,0,0,23,2,0
"572",1,TRUE,"dirichlet",1,360,0,0,25,0,0
"573",1,FALSE,"dirichlet",10,360,2,6,11,4,2
"574",1,TRUE,"dirichlet",10,360,0,0,25,0,0
"575",1,FALSE,"dirichlet",100,360,3,5,6,7,4
"576",1,TRUE,"dirichlet",100,360,0,0,24,1,0
"577",1,FALSE,"dtree",0.100000001490116,370,0,0,25,0,0
"578",1,TRUE,"dtree",0.100000001490116,370,0,0,25,0,0
"579",1,FALSE,"dtree",1,370,0,0,25,0,0
"580",1,TRUE,"dtree",1,370,0,0,25,0,0
"581",1,FALSE,"dtree",10,370,0,0,25,0,0
"582",1,TRUE,"dtree",10,370,0,0,25,0,0
"583",1,FALSE,"dtree",100,370,0,0,24,1,0
"584",1,TRUE,"dtree",100,370,0,0,25,0,0
"585",1,FALSE,"dirichlet",0.100000001490116,370,0,0,25,0,0
"586",1,TRUE,"dirichlet",0.100000001490116,370,0,0,25,0,0
"587",1,FALSE,"dirichlet",1,370,0,0,23,2,0
"588",1,TRUE,"dirichlet",1,370,0,0,25,0,0
"589",1,FALSE,"dirichlet",10,370,3,4,8,7,3
"590",1,TRUE,"dirichlet",10,370,0,0,25,0,0
"591",1,FALSE,"dirichlet",100,370,6,6,3,5,5
"592",1,TRUE,"dirichlet",100,370,0,0,25,0,0
"593",1,FALSE,"dtree",0.100000001490116,380,0,0,25,0,0
"594",1,TRUE,"dtree",0.100000001490116,380,0,0,25,0,0
"595",1,FALSE,"dtree",1,380,0,0,25,0,0
"596",1,TRUE,"dtree",1,380,0,0,25,0,0
"597",1,FALSE,"dtree",10,380,0,0,25,0,0
"598",1,TRUE,"dtree",10,380,0,0,25,0,0
"599",1,FALSE,"dtree",100,380,0,0,24,1,0
"600",1,TRUE,"dtree",100,380,0,0,25,0,0
"601",1,FALSE,"dirichlet",0.100000001490116,380,0,0,25,0,0
"602",1,TRUE,"dirichlet",0.100000001490116,380,0,0,25,0,0
"603",1,FALSE,"dirichlet",1,380,0,0,25,0,0
"604",1,TRUE,"dirichlet",1,380,0,0,25,0,0
"605",1,FALSE,"dirichlet",10,380,3,4,8,6,4
"606",1,TRUE,"dirichlet",10,380,0,0,25,0,0
"607",1,FALSE,"dirichlet",100,380,3,5,7,4,6
"608",1,TRUE,"dirichlet",100,380,0,0,25,0,0
"609",1,FALSE,"dtree",0.100000001490116,390,0,0,25,0,0
"610",1,TRUE,"dtree",0.100000001490116,390,0,0,25,0,0
"611",1,FALSE,"dtree",1,390,0,0,25,0,0
"612",1,TRUE,"dtree",1,390,0,0,25,0,0
"613",1,FALSE,"dtree",10,390,0,0,25,0,0
"614",1,TRUE,"dtree",10,390,0,0,25,0,0
"615",1,FALSE,"dtree",100,390,0,0,25,0,0
"616",1,TRUE,"dtree",100,390,0,0,25,0,0
"617",1,FALSE,"dirichlet",0.100000001490116,390,0,0,25,0,0
"618",1,TRUE,"dirichlet",0.100000001490116,390,0,0,25,0,0
"619",1,FALSE,"dirichlet",1,390,0,0,23,1,1
"620",1,TRUE,"dirichlet",1,390,0,0,25,0,0
"621",1,FALSE,"dirichlet",10,390,2,4,14,4,1
"622",1,TRUE,"dirichlet",10,390,0,0,25,0,0
"623",1,FALSE,"dirichlet",100,390,3,3,8,9,2
"624",1,TRUE,"dirichlet",100,390,0,0,25,0,0
"625",1,FALSE,"dtree",0.100000001490116,400,0,0,25,0,0
"626",1,TRUE,"dtree",0.100000001490116,400,0,0,25,0,0
"627",1,FALSE,"dtree",1,400,0,0,25,0,0
"628",1,TRUE,"dtree",1,400,0,0,25,0,0
"629",1,FALSE,"dtree",10,400,0,0,25,0,0
"630",1,TRUE,"dtree",10,400,0,0,25,0,0
"631",1,FALSE,"dtree",100,400,0,0,24,1,0
"632",1,TRUE,"dtree",100,400,0,0,25,0,0
"633",1,FALSE,"dirichlet",0.100000001490116,400,0,0,25,0,0
"634",1,TRUE,"dirichlet",0.100000001490116,400,0,0,25,0,0
"635",1,FALSE,"dirichlet",1,400,0,0,23,1,1
"636",1,TRUE,"dirichlet",1,400,0,0,25,0,0
"637",1,FALSE,"dirichlet",10,400,3,4,10,3,5
"638",1,TRUE,"dirichlet",10,400,0,0,25,0,0
"639",1,FALSE,"dirichlet",100,400,4,3,8,6,4
"640",1,TRUE,"dirichlet",100,400,0,0,25,0,0
"641",1,FALSE,"dtree",0.100000001490116,410,0,0,25,0,0
"642",1,TRUE,"dtree",0.100000001490116,410,0,0,25,0,0
"643",1,FALSE,"dtree",1,410,0,0,25,0,0
"644",1,TRUE,"dtree",1,410,0,0,25,0,0
"645",1,FALSE,"dtree",10,410,0,0,25,0,0
"646",1,TRUE,"dtree",10,410,0,0,25,0,0
"647",1,FALSE,"dtree",100,410,0,0,23,2,0
"648",1,TRUE,"dtree",100,410,0,0,25,0,0
"649",1,FALSE,"dirichlet",0.100000001490116,410,0,0,25,0,0
"650",1,TRUE,"dirichlet",0.100000001490116,410,0,0,25,0,0
"651",1,FALSE,"dirichlet",1,410,0,0,25,0,0
"652",1,TRUE,"dirichlet",1,410,0,0,25,0,0
"653",1,FALSE,"dirichlet",10,410,3,5,11,4,2
"654",1,TRUE,"dirichlet",10,410,0,0,25,0,0
"655",1,FALSE,"dirichlet",100,410,6,4,5,5,5
"656",1,TRUE,"dirichlet",100,410,0,0,25,0,0
"657",1,FALSE,"dtree",0.100000001490116,420,0,0,25,0,0
"658",1,TRUE,"dtree",0.100000001490116,420,0,0,25,0,0
"659",1,FALSE,"dtree",1,420,0,0,25,0,0
"660",1,TRUE,"dtree",1,420,0,0,25,0,0
"661",1,FALSE,"dtree",10,420,0,0,25,0,0
"662",1,TRUE,"dtree",10,420,0,0,25,0,0
"663",1,FALSE,"dtree",100,420,0,0,25,0,0
"664",1,TRUE,"dtree",100,420,0,0,25,0,0
"665",1,FALSE,"dirichlet",0.100000001490116,420,0,0,25,0,0
"666",1,TRUE,"dirichlet",0.100000001490116,420,0,0,25,0,0
"667",1,FALSE,"dirichlet",1,420,0,0,22,3,0
"668",1,TRUE,"dirichlet",1,420,0,0,25,0,0
"669",1,FALSE,"dirichlet",10,420,6,5,10,4,0
"670",1,TRUE,"dirichlet",10,420,0,0,25,0,0
"671",1,FALSE,"dirichlet",100,420,7,4,3,7,4
"672",1,TRUE,"dirichlet",100,420,0,0,25,0,0
"673",1,FALSE,"dtree",0.100000001490116,430,0,0,25,0,0
"674",1,TRUE,"dtree",0.100000001490116,430,0,0,25,0,0
"675",1,FALSE,"dtree",1,430,0,0,25,0,0
"676",1,TRUE,"dtree",1,430,0,0,25,0,0
"677",1,FALSE,"dtree",10,430,0,0,25,0,0
"678",1,TRUE,"dtree",10,430,0,0,25,0,0
"679",1,FALSE,"dtree",100,430,0,0,24,1,0
"680",1,TRUE,"dtree",100,430,0,0,24,1,0
"681",1,FALSE,"dirichlet",0.100000001490116,430,0,0,24,1,0
"682",1,TRUE,"dirichlet",0.100000001490116,430,0,0,25,0,0
"683",1,FALSE,"dirichlet",1,430,0,0,22,3,0
"684",1,TRUE,"dirichlet",1,430,0,0,25,0,0
"685",1,FALSE,"dirichlet",10,430,2,7,12,2,2
"686",1,TRUE,"dirichlet",10,430,0,0,25,0,0
"687",1,FALSE,"dirichlet",100,430,10,1,5,4,5
"688",1,TRUE,"dirichlet",100,430,0,0,25,0,0
"689",1,FALSE,"dtree",0.100000001490116,440,0,0,25,0,0
"690",1,TRUE,"dtree",0.100000001490116,440,0,0,25,0,0
"691",1,FALSE,"dtree",1,440,0,0,25,0,0
"692",1,TRUE,"dtree",1,440,0,0,25,0,0
"693",1,FALSE,"dtree",10,440,0,0,25,0,0
"694",1,TRUE,"dtree",10,440,0,0,25,0,0
"695",1,FALSE,"dtree",100,440,0,0,24,1,0
"696",1,TRUE,"dtree",100,440,0,0,25,0,0
"697",1,FALSE,"dirichlet",0.100000001490116,440,0,0,25,0,0
"698",1,TRUE,"dirichlet",0.100000001490116,440,0,0,25,0,0
"699",1,FALSE,"dirichlet",1,440,0,0,24,1,0
"700",1,TRUE,"dirichlet",1,440,0,0,25,0,0
"701",1,FALSE,"dirichlet",10,440,5,3,10,6,1
"702",1,TRUE,"dirichlet",10,440,0,0,25,0,0
"703",1,FALSE,"dirichlet",100,440,2,4,3,5,11
"704",1,TRUE,"dirichlet",100,440,0,0,25,0,0
"705",1,FALSE,"dtree",0.100000001490116,450,0,0,25,0,0
"706",1,TRUE,"dtree",0.100000001490116,450,0,0,25,0,0
"707",1,FALSE,"dtree",1,450,0,0,25,0,0
"708",1,TRUE,"dtree",1,450,0,0,25,0,0
"709",1,FALSE,"dtree",10,450,0,0,25,0,0
"710",1,TRUE,"dtree",10,450,0,0,25,0,0
"711",1,FALSE,"dtree",100,450,0,0,24,1,0
"712",1,TRUE,"dtree",100,450,0,0,25,0,0
"713",1,FALSE,"dirichlet",0.100000001490116,450,0,0,25,0,0
"714",1,TRUE,"dirichlet",0.100000001490116,450,0,0,25,0,0
"715",1,FALSE,"dirichlet",1,450,1,0,23,1,0
"716",1,TRUE,"dirichlet",1,450,0,0,25,0,0
"717",1,FALSE,"dirichlet",10,450,1,5,14,3,2
"718",1,TRUE,"dirichlet",10,450,0,0,25,0,0
"719",1,FALSE,"dirichlet",100,450,7,3,5,5,5
"720",1,TRUE,"dirichlet",100,450,0,0,25,0,0
"721",1,FALSE,"dtree",0.100000001490116,460,0,0,25,0,0
"722",1,TRUE,"dtree",0.100000001490116,460,0,0,25,0,0
"723",1,FALSE,"dtree",1,460,0,0,25,0,0
"724",1,TRUE,"dtree",1,460,0,0,25,0,0
"725",1,FALSE,"dtree",10,460,0,0,24,1,0
"726",1,TRUE,"dtree",10,460,0,0,25,0,0
"727",1,FALSE,"dtree",100,460,0,0,25,0,0
"728",1,TRUE,"dtree",100,460,0,0,25,0,0
"729",1,FALSE,"dirichlet",0.100000001490116,460,0,0,25,0,0
"730",1,TRUE,"dirichlet",0.100000001490116,460,0,0,25,0,0
"731",1,FALSE,"dirichlet",1,460,0,1,21,3,0
"732",1,TRUE,"dirichlet",1,460,0,0,25,0,0
"733",1,FALSE,"dirichlet",10,460,1,6,7,8,3
"734",1,TRUE,"dirichlet",10,460,0,0,25,0,0
"735",1,FALSE,"dirichlet",100,460,4,4,7,7,3
"736",1,TRUE,"dirichlet",100,460,0,0,25,0,0
"737",1,FALSE,"dtree",0.100000001490116,470,0,0,25,0,0
"738",1,TRUE,"dtree",0.100000001490116,470,0,0,25,0,0
"739",1,FALSE,"dtree",1,470,0,0,25,0,0
"740",1,TRUE,"dtree",1,470,0,0,25,0,0
"741",1,FALSE,"dtree",10,470,0,0,25,0,0
"742",1,TRUE,"dtree",10,470,0,0,25,0,0
"743",1,FALSE,"dtree",100,470,0,0,24,1,0
"744",1,TRUE,"dtree",100,470,0,0,25,0,0
"745",1,FALSE,"dirichlet",0.100000001490116,470,0,0,25,0,0
"746",1,TRUE,"dirichlet",0.100000001490116,470,0,0,25,0,0
"747",1,FALSE,"dirichlet",1,470,0,0,21,4,0
"748",1,TRUE,"dirichlet",1,470,0,0,25,0,0
"749",1,FALSE,"dirichlet",10,470,3,4,10,3,5
"750",1,TRUE,"dirichlet",10,470,0,0,25,0,0
"751",1,FALSE,"dirichlet",100,470,6,5,6,3,5
"752",1,TRUE,"dirichlet",100,470,0,0,25,0,0
"753",1,FALSE,"dtree",0.100000001490116,480,0,0,25,0,0
"754",1,TRUE,"dtree",0.100000001490116,480,0,0,25,0,0
"755",1,FALSE,"dtree",1,480,0,0,25,0,0
"756",1,TRUE,"dtree",1,480,0,0,25,0,0
"757",1,FALSE,"dtree",10,480,0,0,25,0,0
"758",1,TRUE,"dtree",10,480,0,0,25,0,0
"759",1,FALSE,"dtree",100,480,0,0,25,0,0
"760",1,TRUE,"dtree",100,480,0,0,25,0,0
"761",1,FALSE,"dirichlet",0.100000001490116,480,0,0,25,0,0
"762",1,TRUE,"dirichlet",0.100000001490116,480,0,0,25,0,0
"763",1,FALSE,"dirichlet",1,480,0,0,22,3,0
"764",1,TRUE,"dirichlet",1,480,0,0,25,0,0
"765",1,FALSE,"dirichlet",10,480,3,3,10,6,3
"766",1,TRUE,"dirichlet",10,480,0,0,25,0,0
"767",1,FALSE,"dirichlet",100,480,5,4,5,4,7
"768",1,TRUE,"dirichlet",100,480,0,0,25,0,0
"769",1,FALSE,"dtree",0.100000001490116,490,0,0,25,0,0
"770",1,TRUE,"dtree",0.100000001490116,490,0,0,25,0,0
"771",1,FALSE,"dtree",1,490,0,0,25,0,0
"772",1,TRUE,"dtree",1,490,0,0,25,0,0
"773",1,FALSE,"dtree",10,490,0,0,25,0,0
"774",1,TRUE,"dtree",10,490,0,0,25,0,0
"775",1,FALSE,"dtree",100,490,0,0,23,2,0
"776",1,TRUE,"dtree",100,490,0,0,25,0,0
"777",1,FALSE,"dirichlet",0.100000001490116,490,0,0,25,0,0
"778",1,TRUE,"dirichlet",0.100000001490116,490,0,0,25,0,0
"779",1,FALSE,"dirichlet",1,490,0,0,21,4,0
"780",1,TRUE,"dirichlet",1,490,0,0,25,0,0
"781",1,FALSE,"dirichlet",10,490,1,6,12,4,2
"782",1,TRUE,"dirichlet",10,490,0,0,25,0,0
"783",1,FALSE,"dirichlet",100,490,5,3,1,9,7
"784",1,TRUE,"dirichlet",100,490,0,0,24,1,0
"785",1,FALSE,"dtree",0.100000001490116,500,0,0,23,2,0
"786",1,TRUE,"dtree",0.100000001490116,500,0,0,25,0,0
"787",1,FALSE,"dtree",1,500,0,0,25,0,0
"788",1,TRUE,"dtree",1,500,0,0,25,0,0
"789",1,FALSE,"dtree",10,500,0,0,24,1,0
"790",1,TRUE,"dtree",10,500,0,0,25,0,0
"791",1,FALSE,"dtree",100,500,0,0,24,1,0
"792",1,TRUE,"dtree",100,500,0,0,25,0,0
"793",1,FALSE,"dirichlet",0.100000001490116,500,0,0,24,1,0
"794",1,TRUE,"dirichlet",0.100000001490116,500,0,0,25,0,0
"795",1,FALSE,"dirichlet",1,500,0,1,22,2,0
"796",1,TRUE,"dirichlet",1,500,0,0,25,0,0
"797",1,FALSE,"dirichlet",10,500,0,1,8,8,8
"798",1,TRUE,"dirichlet",10,500,0,0,25,0,0
"799",1,FALSE,"dirichlet",100,500,4,5,4,11,1
"800",1,TRUE,"dirichlet",100,500,0,0,25,0,0
"801",1,FALSE,"dtree",0.100000001490116,510,0,0,25,0,0
"802",1,TRUE,"dtree",0.100000001490116,510,0,0,25,0,0
"803",1,FALSE,"dtree",1,510,0,0,25,0,0
"804",1,TRUE,"dtree",1,510,0,0,25,0,0
"805",1,FALSE,"dtree",10,510,0,0,25,0,0
"806",1,TRUE,"dtree",10,510,0,0,25,0,0
"807",1,FALSE,"dtree",100,510,0,0,24,1,0
"808",1,TRUE,"dtree",100,510,0,0,25,0,0
"809",1,FALSE,"dirichlet",0.100000001490116,510,0,0,24,1,0
"810",1,TRUE,"dirichlet",0.100000001490116,510,0,0,25,0,0
"811",1,FALSE,"dirichlet",1,510,0,0,24,1,0
"812",1,TRUE,"dirichlet",1,510,0,0,25,0,0
"813",1,FALSE,"dirichlet",10,510,5,4,8,4,4
"814",1,TRUE,"dirichlet",10,510,0,0,25,0,0
"815",1,FALSE,"dirichlet",100,510,5,4,7,5,4
"816",1,TRUE,"dirichlet",100,510,0,0,25,0,0
"817",1,FALSE,"dtree",0.100000001490116,520,0,0,25,0,0
"818",1,TRUE,"dtree",0.100000001490116,520,0,0,25,0,0
"819",1,FALSE,"dtree",1,520,0,0,25,0,0
"820",1,TRUE,"dtree",1,520,0,0,25,0,0
"821",1,FALSE,"dtree",10,520,0,0,25,0,0
"822",1,TRUE,"dtree",10,520,0,0,25,0,0
"823",1,FALSE,"dtree",100,520,0,0,25,0,0
"824",1,TRUE,"dtree",100,520,0,0,25,0,0
"825",1,FALSE,"dirichlet",0.100000001490116,520,0,0,25,0,0
"826",1,TRUE,"dirichlet",0.100000001490116,520,0,0,25,0,0
"827",1,FALSE,"dirichlet",1,520,0,0,25,0,0
"828",1,TRUE,"dirichlet",1,520,0,0,25,0,0
"829",1,FALSE,"dirichlet",10,520,0,4,11,5,5
"830",1,TRUE,"dirichlet",10,520,0,0,25,0,0
"831",1,FALSE,"dirichlet",100,520,8,5,4,4,4
"832",1,TRUE,"dirichlet",100,520,0,0,24,1,0
"833",1,FALSE,"dtree",0.100000001490116,530,0,0,24,1,0
"834",1,TRUE,"dtree",0.100000001490116,530,0,0,25,0,0
"835",1,FALSE,"dtree",1,530,0,0,24,1,0
"836",1,TRUE,"dtree",1,530,0,0,25,0,0
"837",1,FALSE,"dtree",10,530,0,0,25,0,0
"838",1,TRUE,"dtree",10,530,0,0,25,0,0
"839",1,FALSE,"dtree",100,530,0,0,25,0,0
"840",1,TRUE,"dtree",100,530,0,0,25,0,0
"841",1,FALSE,"dirichlet",0.100000001490116,530,0,0,25,0,0
"842",1,TRUE,"dirichlet",0.100000001490116,530,0,0,25,0,0
"843",1,FALSE,"dirichlet",1,530,0,0,22,3,0
"844",1,TRUE,"dirichlet",1,530,0,0,25,0,0
"845",1,FALSE,"dirichlet",10,530,1,3,12,4,5
"846",1,TRUE,"dirichlet",10,530,0,0,25,0,0
"847",1,FALSE,"dirichlet",100,530,3,3,7,4,8
"848",1,TRUE,"dirichlet",100,530,0,0,25,0,0
"849",1,FALSE,"dtree",0.100000001490116,540,0,0,25,0,0
"850",1,TRUE,"dtree",0.100000001490116,540,0,0,25,0,0
"851",1,FALSE,"dtree",1,540,0,0,24,1,0
"852",1,TRUE,"dtree",1,540,0,0,25,0,0
"853",1,FALSE,"dtree",10,540,0,0,25,0,0
"854",1,TRUE,"dtree",10,540,0,0,25,0,0
"855",1,FALSE,"dtree",100,540,0,0,21,4,0
"856",1,TRUE,"dtree",100,540,0,0,25,0,0
"857",1,FALSE,"dirichlet",0.100000001490116,540,0,0,25,0,0
"858",1,TRUE,"dirichlet",0.100000001490116,540,0,0,25,0,0
"859",1,FALSE,"dirichlet",1,540,0,0,21,4,0
"860",1,TRUE,"dirichlet",1,540,0,0,25,0,0
"861",1,FALSE,"dirichlet",10,540,2,2,7,7,7
"862",1,TRUE,"dirichlet",10,540,0,0,25,0,0
"863",1,FALSE,"dirichlet",100,540,3,3,6,8,5
"864",1,TRUE,"dirichlet",100,540,0,0,25,0,0
"865",1,FALSE,"dtree",0.100000001490116,550,0,0,25,0,0
"866",1,TRUE,"dtree",0.100000001490116,550,0,0,25,0,0
"867",1,FALSE,"dtree",1,550,0,0,25,0,0
"868",1,TRUE,"dtree",1,550,0,0,25,0,0
"869",1,FALSE,"dtree",10,550,0,0,25,0,0
"870",1,TRUE,"dtree",10,550,0,0,25,0,0
"871",1,FALSE,"dtree",100,550,0,0,25,0,0
"872",1,TRUE,"dtree",100,550,0,0,25,0,0
"873",1,FALSE,"dirichlet",0.100000001490116,550,0,0,25,0,0
"874",1,TRUE,"dirichlet",0.100000001490116,550,0,0,25,0,0
"875",1,FALSE,"dirichlet",1,550,0,0,24,1,0
"876",1,TRUE,"dirichlet",1,550,0,0,25,0,0
"877",1,FALSE,"dirichlet",10,550,6,1,7,7,4
"878",1,TRUE,"dirichlet",10,550,0,0,25,0,0
